סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
294 ,אילון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1241 ,81 ,307 ,374 ,205 ,92 ,182
295 ,כפר רופין ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,580 ,41 ,126 ,191 ,73 ,35 ,114
296 ,נווה איתן ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,257 ,18 ,29 ,92 ,31 ,17 ,70
297 ,כפר מסריק ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,827 ,53 ,155 ,287 ,106 ,61 ,165
298 ,מסילות ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,586 ,45 ,72 ,180 ,52 ,47 ,190
300 ,דליה ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,960 ,70 ,194 ,298 ,122 ,54 ,222
301 ,בית עוזיאל ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,686 ,51 ,156 ,218 ,100 ,72 ,89
302 ,דפנה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,893 ,73 ,188 ,279 ,122 ,42 ,189
303 ,דן ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,770 ,73 ,158 ,276 ,73 ,38 ,152
304 ,שדה אליהו ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,926 ,78 ,175 ,380 ,69 ,71 ,153
305 ,גשר ,22 ,כנרת ,22 ,טבריה ,7 ,עמק המעיינות ,535 ,50 ,59 ,179 ,55 ,50 ,142
306 ,שדמות דבורה ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,772 ,54 ,221 ,210 ,141 ,34 ,112
307 ,הזורעים ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,1062 ,127 ,379 ,353 ,70 ,30 ,103
308 ,מחניים ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,873 ,55 ,224 ,277 ,99 ,67 ,151
309 ,נהורה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,1365 ,108 ,288 ,543 ,155 ,136 ,135
310 ,כפר גליקסון ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,421 ,41 ,91 ,124 ,56 ,33 ,76
311 ,גן שורק ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,377 ,21 ,85 ,115 ,61 ,42 ,53
312 ,נווה ים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,299 ,27 ,62 ,99 ,31 ,24 ,56
313 ,אפק ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,818 ,68 ,201 ,264 ,116 ,42 ,127
315 ,נגבה ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,1103 ,71 ,300 ,323 ,156 ,56 ,197
316 ,כפר נטר ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1086 ,80 ,290 ,328 ,182 ,64 ,142
317 ,בית אורן ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,537 ,59 ,99 ,196 ,53 ,54 ,76
318 ,עמיעוז ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,302 ,16 ,67 ,106 ,39 ,31 ,43
319 ,עמיר ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,695 ,49 ,120 ,228 ,97 ,39 ,162
320 ,כפר ורבורג ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1255 ,76 ,319 ,418 ,184 ,89 ,169
322 ,בית הלל ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,814 ,64 ,166 ,331 ,96 ,49 ,108
324 ,שאר ישוב ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,554 ,32 ,109 ,201 ,84 ,40 ,88
325 ,מצובה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1310 ,59 ,369 ,401 ,223 ,92 ,166
326 ,בית יצחק-שער חפר ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,2360 ,160 ,522 ,671 ,327 ,190 ,490
327 ,שדות ים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1113 ,111 ,247 ,370 ,135 ,64 ,186
328 ,עזוז ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,93 ,5 ,16 ,38 ,14 ,9 ,11
329 ,שדה נחמיה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1206 ,74 ,307 ,394 ,184 ,101 ,146
330 ,אלומות ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,525 ,58 ,123 ,184 ,53 ,38 ,69
331 ,ניר צבי ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1305 ,84 ,312 ,389 ,188 ,96 ,236
334 ,קבוצת יבנה ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,863 ,74 ,188 ,306 ,74 ,60 ,161
335 ,רמת השופט ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1196 ,83 ,288 ,368 ,192 ,62 ,203
336 ,דורות ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,836 ,76 ,182 ,291 ,70 ,43 ,174
338 ,איבים ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,671 ,45 ,174 ,328 ,55 ,33 ,36
339 ,רמת צבי ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,775 ,90 ,201 ,245 ,88 ,41 ,110
340 ,גת )קיבוץ( ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,987 ,70 ,268 ,278 ,144 ,49 ,178
342 ,גברעם ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,707 ,112 ,166 ,264 ,62 ,31 ,72
343 ,חמדיה ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,457 ,36 ,90 ,152 ,49 ,30 ,100
344 ,מענית ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,888 ,96 ,204 ,296 ,95 ,54 ,143
345 ,כפר סאלד ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,743 ,71 ,141 ,290 ,85 ,45 ,111
346 ,גליל ים ,51 ,תל אביב ,57 ,הרצליה ,19 ,חוף השרון ,540 ,59 ,114 ,183 ,57 ,34 ,93
347 ,מנרה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,282 ,30 ,38 ,102 ,27 ,26 ,59
348 ,ניר עם ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,641 ,69 ,126 ,241 ,56 ,54 ,95
351 ,ניצן ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,2588 ,258 ,786 ,925 ,239 ,182 ,198
352 ,גבולות ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,485 ,34 ,102 ,161 ,44 ,50 ,94
353 ,בית זיד ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,137 ,5 ,17 ,31 ,18 ,24 ,42
354 ,רביבים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,970 ,60 ,148 ,368 ,101 ,96 ,197
355 ,חורשים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,407 ,33 ,63 ,122 ,53 ,51 ,85
356 ,הגושרים ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1071 ,113 ,213 ,381 ,113 ,96 ,155
357 ,כפר בלום ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1052 ,63 ,238 ,313 ,150 ,54 ,234
358 ,יד מרדכי ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,964 ,83 ,144 ,332 ,112 ,56 ,237
359 ,ניצנים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,659 ,87 ,131 ,209 ,52 ,47 ,133
360 ,גבעת ניל"י ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,643 ,41 ,154 ,218 ,90 ,68 ,72
362 ,רוחמה ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,776 ,60 ,161 ,229 ,102 ,39 ,185
363 ,חפץ חיים ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,667 ,99 ,210 ,219 ,45 ,32 ,62
364 ,כפר אוריה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,881 ,57 ,281 ,240 ,152 ,68 ,83
365 ,בית קשת ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,779 ,40 ,236 ,210 ,128 ,58 ,107
366 ,שמיר ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,946 ,63 ,180 ,324 ,120 ,89 ,170
367 ,עין העמק ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,853 ,79 ,157 ,316 ,105 ,81 ,115
368 ,ביריה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,950 ,78 ,247 ,321 ,90 ,79 ,135
369 ,גלעד )אבן יצחק( ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,575 ,52 ,127 ,165 ,76 ,40 ,115
370 ,גזר ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,516 ,34 ,70 ,207 ,33 ,61 ,111
371 ,כדורי ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,98 ,6 ,21 ,45 ,8 ,10 ,8
372 ,רמות נפתלי ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,594 ,22 ,123 ,184 ,104 ,57 ,104
373 ,בית הלוי ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,795 ,70 ,186 ,250 ,101 ,58 ,130
374 ,חוקוק ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,744 ,51 ,207 ,213 ,117 ,50 ,106
375 ,מגל ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1321 ,77 ,392 ,362 ,265 ,72 ,153
376 ,עברון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,969 ,81 ,191 ,336 ,114 ,55 ,192
377 ,המעפיל ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,985 ,66 ,260 ,283 ,173 ,66 ,137
378 ,משגב עם ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,358 ,31 ,51 ,155 ,33 ,31 ,57
379 ,גאולים ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1005 ,71 ,219 ,327 ,141 ,97 ,150
380 ,להבות הבשן ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1004 ,50 ,222 ,323 ,180 ,89 ,140
382 ,מכמורת ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1515 ,112 ,312 ,455 ,218 ,140 ,278
383 ,עין הנצי"ב ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,673 ,75 ,162 ,230 ,51 ,46 ,109
385 ,עמיעד ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,599 ,42 ,91 ,197 ,67 ,56 ,146
386 ,בני דרור ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1248 ,68 ,192 ,286 ,116 ,116 ,470
387 ,כפר מונש ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,931 ,78 ,220 ,285 ,127 ,83 ,138
388 ,כפר קיש ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,728 ,52 ,189 ,236 ,105 ,59 ,87
389 ,בצרה ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1152 ,71 ,275 ,342 ,200 ,100 ,164
390 ,רגבה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1128 ,66 ,219 ,355 ,156 ,76 ,256
392 ,קדמה ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,41 ,2 ,13 ,12 ,6 ,2 ,6
393 ,גלאון ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,725 ,57 ,186 ,207 ,83 ,47 ,145
394 ,שובל ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,945 ,88 ,212 ,305 ,107 ,72 ,161
395 ,משמר הנגב ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1310 ,102 ,293 ,368 ,167 ,122 ,258
396 ,נבטים ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1100 ,76 ,237 ,415 ,129 ,118 ,125
397 ,חצרים ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1121 ,83 ,208 ,358 ,138 ,109 ,225
398 ,שרשרת ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,410 ,39 ,101 ,136 ,43 ,36 ,55
399 ,בארי ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,1205 ,104 ,249 ,404 ,135 ,103 ,210
400 ,אבן שמואל ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,1912 ,199 ,677 ,649 ,195 ,73 ,119
402 ,ניר יצחק ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,731 ,47 ,100 ,282 ,57 ,90 ,155
403 ,אורים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,599 ,28 ,68 ,211 ,62 ,67 ,163
405 ,נווה אילן ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1044 ,55 ,267 ,314 ,147 ,81 ,180
406 ,חצור-אשדוד ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,980 ,86 ,190 ,301 ,106 ,68 ,229
407 ,דברת ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,624 ,84 ,157 ,195 ,81 ,30 ,77
408 ,נאות מרדכי ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,784 ,72 ,161 ,270 ,78 ,54 ,149
409 ,יחיעם ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,873 ,48 ,241 ,246 ,140 ,33 ,165
412 ,קרית שלמה ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,10 ,0 ,0 ,0 ,0 ,1 ,9
413 ,צאלים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,526 ,44 ,86 ,161 ,76 ,49 ,110
414 ,קלחים ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,648 ,57 ,207 ,210 ,83 ,37 ,54
415 ,שוקדה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,662 ,108 ,266 ,211 ,23 ,23 ,31
416 ,מעין ברוך ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,684 ,57 ,135 ,241 ,80 ,50 ,121
417 ,יקום ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,813 ,77 ,164 ,268 ,114 ,50 ,140
418 ,בני ציון ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1193 ,59 ,283 ,386 ,165 ,127 ,173
419 ,סעד ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,989 ,93 ,267 ,347 ,84 ,43 ,155
421 ,משאבי שדה ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,623 ,50 ,99 ,202 ,59 ,72 ,141
422 ,חרב לאת ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,824 ,67 ,174 ,273 ,108 ,75 ,127
423 ,העוגן ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,926 ,68 ,184 ,268 ,117 ,68 ,221
424 ,גבים ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,650 ,47 ,134 ,232 ,98 ,61 ,78
425 ,משמרת ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,975 ,60 ,246 ,281 ,198 ,90 ,100
426 ,עין כרמל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,812 ,47 ,217 ,239 ,158 ,55 ,96
427 ,כפר גלים ,31 ,חיפה ,31 ,חיפה ,15 ,חוף הכרמל ,149 ,9 ,36 ,67 ,25 ,5 ,7
428 ,ברור חיל ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,1077 ,58 ,218 ,356 ,152 ,98 ,195
429 ,אלוני אבא ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1048 ,33 ,291 ,305 ,230 ,85 ,104
430 ,בית לחם הגלילית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,849 ,59 ,179 ,271 ,108 ,92 ,140
431 ,דלתון ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,915 ,72 ,200 ,368 ,100 ,94 ,81
432 ,שמרת ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,685 ,61 ,157 ,224 ,68 ,47 ,128
433 ,נחשולים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,785 ,56 ,183 ,253 ,105 ,71 ,117
434 ,החותרים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,929 ,110 ,199 ,303 ,108 ,52 ,157
435 ,נצר סרני ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1039 ,117 ,257 ,323 ,118 ,43 ,181
436 ,עין דור ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1386 ,101 ,305 ,403 ,185 ,119 ,273
437 ,רשפים ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,1174 ,123 ,369 ,408 ,107 ,63 ,104
439 ,שלוחות ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,525 ,69 ,93 ,170 ,18 ,61 ,114
440 ,יסודות ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,791 ,128 ,316 ,239 ,31 ,13 ,64
442 ,גדעונה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,507 ,53 ,133 ,185 ,57 ,24 ,55
443 ,כפר הנשיא ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,967 ,68 ,148 ,294 ,114 ,102 ,241
444 ,רגבים ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,671 ,59 ,160 ,185 ,78 ,48 ,141
445 ,רמות מנשה ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1399 ,80 ,398 ,394 ,264 ,96 ,167
446 ,אודים ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1169 ,91 ,232 ,407 ,176 ,111 ,152
447 ,נורדיה ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1948 ,120 ,289 ,523 ,179 ,183 ,654
448 ,בני עטרות ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,902 ,67 ,226 ,283 ,138 ,74 ,114
449 ,נחלים ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1451 ,162 ,376 ,469 ,130 ,85 ,229
450 ,בארות יצחק ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,586 ,60 ,94 ,199 ,53 ,44 ,136
452 ,יזרעאל ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,775 ,31 ,144 ,199 ,121 ,57 ,223
453 ,יפתח ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,779 ,54 ,159 ,289 ,79 ,59 ,139
454 ,סער ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1005 ,75 ,252 ,327 ,144 ,99 ,108
456 ,שורש ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1291 ,63 ,154 ,279 ,106 ,110 ,579
457 ,גזית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,910 ,75 ,165 ,296 ,112 ,76 ,186
460 ,רמת רזיאל ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,699 ,44 ,164 ,212 ,108 ,57 ,114
462 ,טל שחר ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1231 ,89 ,328 ,401 ,178 ,89 ,146
463 ,געתון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,806 ,50 ,196 ,245 ,109 ,58 ,148
464 ,הראל ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,334 ,19 ,65 ,87 ,47 ,43 ,73
465 ,צובה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,828 ,49 ,139 ,316 ,91 ,97 ,136
466 ,בית דגן ,43 ,רמלה ,43 ,רמלה ,0 , ,7444 ,563 ,1490 ,2658 ,991 ,768 ,974
469 ,קרית עקרון ,44 ,רחובות ,44 ,רחובות ,0 , ,11308 ,948 ,2118 ,4089 ,1222 ,1149 ,1782
472 ,אבו גוש ,11 ,ירושלים ,11 ,ירושלים ,0 , ,8506 ,809 ,2028 ,3439 ,874 ,716 ,640
473 ,אבו סנאן ,24 ,עכו ,24 ,עכו ,0 , ,13997 ,1176 ,2921 ,6056 ,1651 ,1072 ,1121
475 ,דחי ,23 ,עפולה ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,747 ,65 ,154 ,309 ,105 ,47 ,67
478 ,אכסאל ,23 ,עפולה ,23 ,עפולה ,0 , ,15502 ,1494 ,3877 ,6587 ,1656 ,1030 ,858
480 ,בית ג'ן ,24 ,עכו ,24 ,עכו ,0 , ,12612 ,979 ,2570 ,5582 ,1470 ,1014 ,997
481 ,מגאר ,22 ,כנרת ,22 ,טבריה ,0 , ,23942 ,2031 ,5163 ,10796 ,2643 ,1734 ,1575
482 ,בועיינה-נוג'ידאת ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,10546 ,971 ,2648 ,4734 ,1074 ,618 ,501
483 ,בענה ,24 ,עכו ,24 ,עכו ,0 , ,8658 ,701 ,2063 ,3758 ,1010 ,612 ,514
485 ,ג'ולס ,24 ,עכו ,24 ,עכו ,0 , ,6682 ,508 ,1276 ,2943 ,831 ,598 ,526
487 ,ג'ש )גוש חלב( ,21 ,צפת ,21 ,צפת ,0 , ,3364 ,215 ,611 ,1313 ,439 ,353 ,433
489 ,דבוריה ,23 ,עפולה ,23 ,עפולה ,0 , ,10945 ,1007 ,2545 ,4464 ,1285 ,881 ,763
490 ,דייר אל-אסד ,24 ,עכו ,24 ,עכו ,0 , ,13144 ,1153 ,3290 ,5620 ,1424 ,872 ,785
492 ,דייר חנא ,24 ,עכו ,24 ,עכו ,0 , ,10976 ,847 ,2452 ,4747 ,1266 ,879 ,785
493 ,דייר ראפאת ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,97 ,8 ,31 ,37 ,12 ,1 ,8
494 ,דאלית אל-כרמל ,31 ,חיפה ,31 ,חיפה ,0 , ,18103 ,1340 ,3656 ,7337 ,2425 ,1673 ,1672
496 ,חורפיש ,24 ,עכו ,24 ,עכו ,0 , ,6820 ,571 ,1460 ,3020 ,783 ,500 ,486
497 ,טייבה )בעמק( ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1992 ,221 ,477 ,887 ,190 ,110 ,107
498 ,טורעאן ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,15073 ,1375 ,3751 ,6310 ,1624 ,1044 ,969
499 ,יפיע ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,19908 ,1632 ,4615 ,8360 ,2316 ,1567 ,1418
502 ,ירכא ,24 ,עכו ,24 ,עכו ,0 , ,16443 ,1357 ,3858 ,7239 ,1763 ,1215 ,1011
504 ,כאבול ,24 ,עכו ,24 ,עכו ,0 , ,12771 ,1116 ,3139 ,5427 ,1487 ,894 ,708
505 ,כאוכב אבו אל-היג'א ,24 ,עכו ,24 ,עכו ,0 , ,4053 ,334 ,976 ,1654 ,510 ,281 ,298
507 ,כפר יאסיף ,24 ,עכו ,24 ,עכו ,0 , ,11244 ,840 ,2188 ,4709 ,1366 ,1014 ,1127
508 ,כפר כמא ,22 ,כנרת ,22 ,טבריה ,0 , ,3574 ,266 ,635 ,1471 ,391 ,316 ,495
509 ,כפר כנא ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,23946 ,2390 ,5999 ,10085 ,2498 ,1552 ,1422
510 ,כפר מנדא ,24 ,עכו ,25 ,נוף הגליל ,0 , ,21340 ,2307 ,5549 ,9443 ,1964 ,1163 ,914
511 ,עילוט ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,8724 ,923 ,2245 ,3713 ,943 ,518 ,382
512 ,כפר מצר ,25 ,נצרת ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,2843 ,252 ,685 ,1232 ,324 ,199 ,151
514 ,עין ראפה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1315 ,124 ,351 ,550 ,126 ,78 ,86
516 ,מג'ד אל-כרום ,24 ,עכו ,24 ,עכו ,0 , ,15945 ,1228 ,3853 ,6890 ,1875 ,1115 ,984
517 ,מזרעה ,24 ,עכו ,24 ,עכו ,0 , ,4184 ,412 ,728 ,1830 ,434 ,422 ,358
518 ,מעיליא ,24 ,עכו ,24 ,עכו ,0 , ,3390 ,213 ,575 ,1290 ,500 ,317 ,495
520 ,משהד ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,9112 ,924 ,2324 ,3980 ,820 ,553 ,511
521 ,עין נקובא ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,3866 ,474 ,1116 ,1632 ,333 ,191 ,120
522 ,נחף ,24 ,עכו ,24 ,עכו ,0 , ,14023 ,1422 ,3602 ,6083 ,1448 ,802 ,666
523 ,ניין ,23 ,עפולה ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,2051 ,182 ,453 ,870 ,231 ,161 ,154
524 ,נאעורה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,2495 ,254 ,680 ,1045 ,248 ,134 ,134
525 ,סאג'ור ,24 ,עכו ,24 ,עכו ,0 , ,4495 ,381 ,950 ,2119 ,512 ,279 ,254
526 ,סולם ,23 ,עפולה ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,3072 ,270 ,698 ,1342 ,327 ,214 ,221
527 ,שזור ,24 ,עכו ,21 ,צפת ,2 ,מרום הגליל ,350 ,30 ,43 ,119 ,40 ,47 ,71
528 ,עוזייר ,25 ,נצרת ,25 ,נוף הגליל ,65 ,אל-בטוף ,3444 ,397 ,884 ,1490 ,341 ,178 ,154
529 ,אעבלין ,24 ,עכו ,24 ,עכו ,0 , ,13723 ,1061 ,3189 ,5714 ,1639 ,1119 ,1001
530 ,עיילבון ,22 ,כנרת ,22 ,טבריה ,0 , ,5937 ,413 ,1247 ,2469 ,657 ,519 ,632
531 ,עראבה ,24 ,עכו ,24 ,עכו ,0 , ,27460 ,2527 ,7125 ,11646 ,2958 ,1697 ,1507
532 ,עין מאהל ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,14062 ,1284 ,3248 ,6071 ,1604 ,1034 ,821
534 ,עספיא ,31 ,חיפה ,31 ,חיפה ,0 , ,12949 ,916 ,2545 ,5269 ,1682 ,1184 ,1353
535 ,פסוטה ,24 ,עכו ,24 ,עכו ,0 , ,3564 ,238 ,627 ,1455 ,477 ,332 ,435
536 ,פקיעין )בוקייעה( ,24 ,עכו ,24 ,עכו ,0 , ,6180 ,437 ,1183 ,2647 ,736 ,577 ,600
537 ,פוריידיס ,32 ,חדרה ,32 ,חדרה ,0 , ,13752 ,1262 ,3394 ,5777 ,1528 ,984 ,807
538 ,שעב ,24 ,עכו ,24 ,עכו ,0 , ,7665 ,735 ,1771 ,3301 ,910 ,569 ,379
